filename,label
Image_300.jpg,PURPLE HAIRSTREAK
Image_2526.jpg,SLEEPY ORANGE
Image_4741.jpg,MONARCH
Image_1866.jpg,GREAT EGGFLY
Image_4330.jpg,SILVER SPOT SKIPPER
Image_3701.jpg,MESTRA
Image_1950.jpg,BLACK HAIRSTREAK
Image_2426.jpg,SOOTYWING
Image_955.jpg,MONARCH
Image_4481.jpg,PAINTED LADY
Image_2812.jpg,CLEOPATRA
Image_1841.jpg,PAPER KITE
Image_5184.jpg,TWO BARRED FLASHER
Image_3198.jpg,EASTERN COMA
Image_4962.jpg,PAINTED LADY
Image_577.jpg,PURPLISH COPPER
Image_4375.jpg,TROPICAL LEAFWING
Image_3632.jpg,BANDED ORANGE HELICONIAN
Image_2572.jpg,PAPER KITE
Image_3079.jpg,SLEEPY ORANGE
Image_4472.jpg,RED POSTMAN
Image_2994.jpg,SILVER SPOT SKIPPER
Image_1436.jpg,PAPER KITE
Image_2808.jpg,BECKERS WHITE
Image_3996.jpg,EASTERN DAPPLE WHITE
Image_3233.jpg,GREY HAIRSTREAK
Image_5125.jpg,RED ADMIRAL
Image_4672.jpg,SOOTYWING
Image_486.jpg,EASTERN COMA
Image_1306.jpg,MANGROVE SKIPPER
Image_2768.jpg,ULYSES
Image_1756.jpg,CLOUDED SULPHUR
Image_994.jpg,CLOUDED SULPHUR
Image_3506.jpg,CABBAGE WHITE
Image_4145.jpg,CHESTNUT
Image_1984.jpg,DANAID EGGFLY
Image_80.jpg,EASTERN DAPPLE WHITE
Image_1946.jpg,COPPER TAIL
Image_2633.jpg,SCARCE SWALLOW
Image_3616.jpg,LARGE MARBLE
Image_3695.jpg,YELLOW SWALLOW TAIL
Image_2126.jpg,BLACK HAIRSTREAK
Image_2174.jpg,CRECENT
Image_3091.jpg,AMERICAN SNOOT
Image_812.jpg,RED SPOTTED PURPLE
Image_4288.jpg,DANAID EGGFLY
Image_3854.jpg,MOURNING CLOAK
Image_1545.jpg,GOLD BANDED
Image_674.jpg,CLEOPATRA
Image_4531.jpg,PIPEVINE SWALLOW
Image_3950.jpg,ULYSES
Image_881.jpg,RED POSTMAN
Image_1113.jpg,CAIRNS BIRDWING
Image_2990.jpg,RED CRACKER
Image_3630.jpg,MOURNING CLOAK
Image_1893.jpg,BLACK HAIRSTREAK
Image_3541.jpg,ATALA
Image_3609.jpg,METALMARK
Image_1141.jpg,ELBOWED PIERROT
Image_2253.jpg,CABBAGE WHITE
Image_862.jpg,COMMON BANDED AWL
Image_1365.jpg,STRAITED QUEEN
Image_2274.jpg,APPOLLO
Image_1875.jpg,WOOD SATYR
Image_1889.jpg,AFRICAN GIANT SWALLOWTAIL
Image_2328.jpg,CLOUDED SULPHUR
Image_4845.jpg,ADONIS
Image_817.jpg,PURPLE HAIRSTREAK
Image_593.jpg,QUESTION MARK
Image_3577.jpg,ORCHARD SWALLOW
Image_3483.jpg,CLODIUS PARNASSIAN
Image_2080.jpg,METALMARK
Image_2184.jpg,BLUE SPOTTED CROW
Image_660.jpg,CLODIUS PARNASSIAN
Image_1097.jpg,ORCHARD SWALLOW
Image_4070.jpg,BROWN SIPROETA
Image_4500.jpg,SLEEPY ORANGE
Image_1840.jpg,SLEEPY ORANGE
Image_4852.jpg,MONARCH
Image_1818.jpg,CHECQUERED SKIPPER
Image_2985.jpg,BLUE MORPHO
Image_1780.jpg,EASTERN PINE ELFIN
Image_1558.jpg,CRIMSON PATCH
Image_377.jpg,GREY HAIRSTREAK
Image_2134.jpg,ORCHARD SWALLOW
Image_4768.jpg,CLEOPATRA
Image_1834.jpg,LARGE MARBLE
Image_1112.jpg,CABBAGE WHITE
Image_1230.jpg,CRECENT
Image_1299.jpg,SCARCE SWALLOW
Image_692.jpg,JULIA
Image_521.jpg,SOUTHERN DOGFACE
Image_890.jpg,ZEBRA LONG WING
Image_973.jpg,AMERICAN SNOOT
Image_3939.jpg,MOURNING CLOAK
Image_1569.jpg,CRECENT
Image_458.jpg,RED POSTMAN
Image_2385.jpg,CAIRNS BIRDWING
Image_1709.jpg,VICEROY
Image_1762.jpg,QUESTION MARK
Image_4201.jpg,EASTERN DAPPLE WHITE
Image_3375.jpg,INDRA SWALLOW
Image_2929.jpg,SILVER SPOT SKIPPER
Image_4717.jpg,WOOD SATYR
Image_538.jpg,CHESTNUT
Image_323.jpg,CLOUDED SULPHUR
Image_2940.jpg,CLEOPATRA
Image_1238.jpg,BLUE SPOTTED CROW
Image_3696.jpg,BLUE SPOTTED CROW
Image_3170.jpg,STRAITED QUEEN
Image_3700.jpg,JULIA
Image_4353.jpg,PURPLE HAIRSTREAK
Image_3304.jpg,RED SPOTTED PURPLE
Image_916.jpg,CHECQUERED SKIPPER
Image_2667.jpg,BECKERS WHITE
Image_1346.jpg,PAPER KITE
Image_4084.jpg,BROWN SIPROETA
Image_5065.jpg,COMMON BANDED AWL
Image_2628.jpg,RED ADMIRAL
Image_5151.jpg,SCARCE SWALLOW
Image_2869.jpg,LARGE MARBLE
Image_856.jpg,BANDED ORANGE HELICONIAN
Image_2427.jpg,BLUE MORPHO
Image_4824.jpg,ATALA
Image_4463.jpg,CAIRNS BIRDWING
Image_220.jpg,MILBERTS TORTOISESHELL
Image_2839.jpg,ELBOWED PIERROT
Image_493.jpg,BLUE MORPHO
Image_4404.jpg,GOLD BANDED
Image_4634.jpg,AFRICAN GIANT SWALLOWTAIL
Image_683.jpg,PURPLE HAIRSTREAK
Image_4187.jpg,ORCHARD SWALLOW
Image_2398.jpg,PURPLE HAIRSTREAK
Image_1506.jpg,EASTERN COMA
Image_4052.jpg,SLEEPY ORANGE
Image_4230.jpg,JULIA
Image_3473.jpg,MILBERTS TORTOISESHELL
Image_993.jpg,IPHICLUS SISTER
Image_4546.jpg,EASTERN DAPPLE WHITE
Image_1136.jpg,ATALA
Image_4630.jpg,AMERICAN SNOOT
Image_3007.jpg,SILVER SPOT SKIPPER
Image_4395.jpg,MONARCH
Image_12.jpg,MILBERTS TORTOISESHELL
Image_5108.jpg,STRAITED QUEEN
Image_2469.jpg,BANDED ORANGE HELICONIAN
Image_829.jpg,GREAT JAY
Image_1965.jpg,CRIMSON PATCH
Image_4997.jpg,RED SPOTTED PURPLE
Image_4259.jpg,CHECQUERED SKIPPER
Image_4735.jpg,INDRA SWALLOW
Image_3318.jpg,AN 88
Image_2127.jpg,CLOUDED SULPHUR
Image_4113.jpg,IPHICLUS SISTER
Image_3411.jpg,PEACOCK
Image_1217.jpg,AFRICAN GIANT SWALLOWTAIL
Image_681.jpg,EASTERN COMA
Image_3162.jpg,BLUE SPOTTED CROW
Image_809.jpg,GREAT EGGFLY
Image_5096.jpg,QUESTION MARK
Image_3902.jpg,WOOD SATYR
Image_4043.jpg,GREAT JAY
Image_513.jpg,STRAITED QUEEN
Image_663.jpg,SLEEPY ORANGE
Image_3598.jpg,BLUE MORPHO
Image_4658.jpg,GREY HAIRSTREAK
Image_2835.jpg,STRAITED QUEEN
Image_3383.jpg,ELBOWED PIERROT
Image_2821.jpg,ORANGE TIP
Image_497.jpg,COPPER TAIL
Image_2410.jpg,SLEEPY ORANGE
Image_511.jpg,ZEBRA LONG WING
Image_1015.jpg,MOURNING CLOAK
Image_801.jpg,GREY HAIRSTREAK
Image_427.jpg,CAIRNS BIRDWING
Image_3677.jpg,GREAT JAY
Image_3778.jpg,CAIRNS BIRDWING
Image_1850.jpg,ADONIS
Image_885.jpg,ORANGE TIP
Image_206.jpg,EASTERN COMA
Image_210.jpg,PURPLISH COPPER
Image_3583.jpg,BLUE MORPHO
Image_1170.jpg,EASTERN COMA
Image_213.jpg,MALACHITE
Image_1132.jpg,PAINTED LADY
Image_1636.jpg,MALACHITE
Image_4290.jpg,GREAT EGGFLY
Image_4780.jpg,ELBOWED PIERROT
Image_1655.jpg,ADONIS
Image_4512.jpg,SCARCE SWALLOW
Image_3827.jpg,GREEN CELLED CATTLEHEART
Image_105.jpg,AN 88
Image_78.jpg,ORCHARD SWALLOW
Image_4026.jpg,ADONIS
Image_2668.jpg,LARGE MARBLE
Image_1475.jpg,COMMON BANDED AWL
Image_938.jpg,RED ADMIRAL
Image_3484.jpg,ORCHARD SWALLOW
Image_4541.jpg,CLODIUS PARNASSIAN
Image_5033.jpg,BANDED ORANGE HELICONIAN
Image_3377.jpg,SOUTHERN DOGFACE
Image_260.jpg,MILBERTS TORTOISESHELL
Image_559.jpg,MONARCH
Image_3034.jpg,SOOTYWING
Image_1985.jpg,BROWN SIPROETA
Image_1057.jpg,GREAT JAY
Image_159.jpg,AFRICAN GIANT SWALLOWTAIL
Image_4028.jpg,CLOUDED SULPHUR
Image_3236.jpg,CHESTNUT
Image_1387.jpg,IPHICLUS SISTER
Image_3898.jpg,BLUE MORPHO
Image_4562.jpg,ATALA
Image_3475.jpg,ULYSES
Image_1858.jpg,GREAT EGGFLY
Image_543.jpg,DANAID EGGFLY
Image_3372.jpg,SILVER SPOT SKIPPER
Image_2683.jpg,MONARCH
Image_1130.jpg,ULYSES
Image_5046.jpg,MESTRA
Image_378.jpg,YELLOW SWALLOW TAIL
Image_2541.jpg,MESTRA
Image_1994.jpg,COMMON BANDED AWL
Image_4096.jpg,MANGROVE SKIPPER
Image_3619.jpg,CABBAGE WHITE
Image_2673.jpg,QUESTION MARK
Image_773.jpg,MOURNING CLOAK
Image_3667.jpg,CLOUDED SULPHUR
Image_3731.jpg,GREY HAIRSTREAK
Image_3340.jpg,DANAID EGGFLY
Image_3374.jpg,ORANGE OAKLEAF
Image_3751.jpg,CAIRNS BIRDWING
Image_4907.jpg,EASTERN DAPPLE WHITE
Image_2820.jpg,MALACHITE
Image_200.jpg,CLODIUS PARNASSIAN
Image_1979.jpg,COMMON WOOD-NYMPH
Image_4603.jpg,CRIMSON PATCH
Image_1392.jpg,AFRICAN GIANT SWALLOWTAIL
Image_4820.jpg,PURPLE HAIRSTREAK
Image_762.jpg,MONARCH
Image_2196.jpg,SOUTHERN DOGFACE
Image_1896.jpg,GREEN CELLED CATTLEHEART
Image_4610.jpg,GREY HAIRSTREAK
Image_98.jpg,COPPER TAIL
Image_978.jpg,COMMON WOOD-NYMPH
Image_2660.jpg,ATALA
Image_1445.jpg,ORANGE OAKLEAF
Image_3712.jpg,SLEEPY ORANGE
Image_3281.jpg,POPINJAY
Image_4272.jpg,RED ADMIRAL
Image_698.jpg,IPHICLUS SISTER
Image_1730.jpg,GREEN CELLED CATTLEHEART
Image_2833.jpg,RED ADMIRAL
Image_4628.jpg,YELLOW SWALLOW TAIL
Image_618.jpg,PINE WHITE
Image_3970.jpg,GREY HAIRSTREAK
Image_455.jpg,GREAT EGGFLY
Image_1189.jpg,CLEOPATRA
Image_1335.jpg,INDRA SWALLOW
Image_819.jpg,BECKERS WHITE
Image_3957.jpg,MESTRA
Image_81.jpg,CLOUDED SULPHUR
Image_1945.jpg,COPPER TAIL
Image_1266.jpg,SCARCE SWALLOW
Image_1054.jpg,WOOD SATYR
Image_4488.jpg,PURPLE HAIRSTREAK
Image_2075.jpg,DANAID EGGFLY
Image_325.jpg,PURPLISH COPPER
Image_2520.jpg,YELLOW SWALLOW TAIL
Image_0.jpg,CLOUDED SULPHUR
Image_1237.jpg,ATALA
Image_4.jpg,VICEROY
Image_2838.jpg,SOOTYWING
Image_1718.jpg,GREY HAIRSTREAK
Image_1104.jpg,AMERICAN SNOOT
Image_211.jpg,METALMARK
Image_2387.jpg,SOOTYWING
Image_232.jpg,SLEEPY ORANGE
Image_3046.jpg,PEACOCK
Image_989.jpg,GREAT JAY
Image_1779.jpg,DANAID EGGFLY
Image_4015.jpg,COMMON WOOD-NYMPH
Image_1397.jpg,ORANGE OAKLEAF
Image_3713.jpg,ULYSES
Image_5091.jpg,WOOD SATYR
Image_1816.jpg,TWO BARRED FLASHER
Image_1401.jpg,JULIA
Image_840.jpg,WOOD SATYR
Image_564.jpg,ATALA
Image_1751.jpg,PURPLISH COPPER
Image_2382.jpg,EASTERN DAPPLE WHITE
Image_779.jpg,PAINTED LADY
Image_4513.jpg,RED SPOTTED PURPLE
Image_2922.jpg,DANAID EGGFLY
Image_937.jpg,ULYSES
Image_2647.jpg,PAPER KITE
Image_3924.jpg,PURPLISH COPPER
Image_4894.jpg,ORANGE TIP
Image_387.jpg,INDRA SWALLOW
Image_1722.jpg,CLOUDED SULPHUR
Image_3870.jpg,SCARCE SWALLOW
Image_541.jpg,IPHICLUS SISTER
Image_4790.jpg,CLODIUS PARNASSIAN
Image_3711.jpg,DANAID EGGFLY
Image_3495.jpg,RED CRACKER
Image_2675.jpg,BLUE SPOTTED CROW
Image_1357.jpg,EASTERN PINE ELFIN
Image_4750.jpg,GOLD BANDED
Image_3368.jpg,RED CRACKER
Image_1325.jpg,COMMON WOOD-NYMPH
Image_374.jpg,ORCHARD SWALLOW
Image_4177.jpg,CLODIUS PARNASSIAN
Image_793.jpg,GREAT EGGFLY
Image_2459.jpg,SILVER SPOT SKIPPER
Image_4547.jpg,MESTRA
Image_475.jpg,COPPER TAIL
Image_2411.jpg,RED SPOTTED PURPLE
Image_4619.jpg,LARGE MARBLE
Image_4980.jpg,CABBAGE WHITE
